"label","domain","title","description","city","country"
,"www.nippon.com","nippon.com | 日本情報多言語発信サイト","「nippon.com（ニッポンドットコム）」は海外の方にもっと日本を知ってもらうためのウェブサイト。等身大の日本を7つの言語でお届けします。",,
,"zeenews.india.com","Zee News: Latest News, Live Breaking News, Today News, India Political News Updates","Zee News brings latest news from India and World on breaking news, today news headlines, politics, business, technology, bollywood, entertainment, sports and others. Find exclusive news stories on Indian politics, current affairs, cricket matches, festivals and events.",,"India"
,"www.reliasmedia.com","Relias Media | Online Continuing Medical Education","AHC Media is now Relias Media: an award-winning source for healthcare information and continuing education, trusted for decades by physicians and nurses for CME and CE.",,
,"whiznews.com","Home - WHIZ News",,,
,"www.hitc.com","HITC - News and Opinion","HITC, digitally native since 2000, bringing you news and sometimes irreverent views, specialising in business, sport, tech, lifestyle, and politics.",,
,"www.leafly.com","Find Marijuana Strains, Dispensaries, & News | Leafly","Learn all about cannabis and find the best strains and products in medical &amp; recreational marijuana dispensaries near you.",,
,"www.nbcwashington.com","NBC4 Washington – Washington DC News, Maryland News, Virginia News, Local News, Weather, Traffic, Entertainment, Breaking News","Washington DC News, Maryland News, Virginia News, Local News, Weather, Traffic, Entertainment, Breaking News","Washington",
,"www.thequint.com","Latest News, Breaking News, Online India News, Cricket News, Viral Videos - The Quint","Latest political news,cricket updates and business news at The Quint. Read latest movie reviews, Bollywood gossip, latest technology reviews and viral videos.",,
,"www.theglobeandmail.com","The Globe and Mail: Canadian, World, Politics and Business News & Analysis","The Globe and Mail offers the most authoritative news in Canada, featuring national and international news",,"Canada"
,"reviewtimes.com","Review Times",,,
,"lcnme.com","The Lincoln County News - Serving Maine and Lincoln County for over 140 years","Serving Maine and Lincoln County for over 140 years",,
,"realnoevremya.com","News from around Tatarstan and Russia, economy, analytics, sport — RealnoeVremya.com","Realnoe Vremya is an online newspaper, providing business news and sectoral analytics, up-to-date information about the development of economy and technology in Tatarstan, Russia and the whole world.",,"Russia"
,"timesofmalta.com","News, sport and opinion from Malta and the world – Times of Malta","Times of Malta: independent local and international breaking news, sport, opinion, top stories, jobs, reviews, obituary listings and classifieds in Malta today.",,"Malta"
,"www.rawstory.com","403 Forbidden",,,
,"www.counton2.com","Charleston News & Weather | Charleston, SC | WCBD - WCBD News 2","We tell local Charleston news & weather stories, and we do what we do to make Charleston and the rest of the South Carolina Lowcountry a better place to live.","Charleston",
,"www.cbs42.com","CBS 42",,,
,"www.filmibeat.com","Movie News - Bollywood (Hindi), Tamil, Telugu, Kannada, Malayalam - FilmiBeat",,,
,"www.upi.com","Top News, Latest headlines, Latest News, World News & U.S News - UPI.com","UPI delivers the latest headlines from around the world: Top News, Entertainment, Health, Business, Science and Sports News - United Press International",,
,"www.mensjournal.com","Men's Journal: Health, Adventure, Gear, Style","Discover tips, guides, and expert advice on fitness, gear, adventure, style and more from the editors at Men's Journal.",,
,"www.wavy.com","Norfolk News & Weather | Norfolk, VA | WAVY.com","We tell local Norfolk news & weather stories, and we do what we do to make Norfolk, Chesapeake, Newport News, Hampton, Portsmouth, Virginia Beach, and Suffolk & the rest of Virginia a better place to live.","Norfolk",
,"www.mercurynews.com","The Mercury News - Bay Area news, sports, business, entertainment, lifestyle and commentary","The Mercury News is the leading source of breaking news, local news, sports, business, entertainment, lifestyle and opinion for Silicon Valley, San Francisco Bay Area and beyond","San Francisco",
,"harrismartin.com","HarrisMartin  - Home ",,,
,"www.whatech.com","WhaTech - Information Technology and Market Research News  - WhaTech","Latest news and reviews from Technology and Market Research from around the globe. Engage with the news that matters to you.",,
,"www.mytwintiers.com","WETM 18 News | Elmira, NY News & Weather | MyTwinTiers.com","We tell local Elmira news & weather stories, and we do what we do to make Elmira, and the rest of the Twin Tiers a better place to live.","Elmira",
,"www.wwlp.com","Springfield News & Weather | Springfield, MA | WWLP","We tell local Springfield news & weather stories, and we do what we do to make Springfield & the rest of Massachusetts a better place to live.","Springfield",
,"www.pahomepage.com","PAhomepage.com – Powered by Eyewitness News, WBRE/WYOU.",,,
,"www.knoxtntoday.com","Home - Knox TN Today",,,
,"www.ft.com","Financial Times","News, analysis and comment from the Financial Times, the world's leading global business publication",,
,"www.myarklamiss.com","KTVE – myarklamiss.com – Your Local News Leader",,,
,"www.mychamplainvalley.com","Local 22/44 News Burlington News & Weather | Burlington, VT | MyChamplainValley.com","Local 22 WVNY and Local 44 WFFF are your source for local news that matters to the Champlain Valley, Upper Valley, North Country, Adirondacks, Burlington, Plattsburgh, and Montreal, delivering local news, weather, and sports.","Burlington",
,"www.waaytv.com","Huntsville News, Weather, Sports & Breaking News – WAAY-TV 31","WAAY 31 is your leading provider of local news, weather information, sports, community events and breaking news in the Tennessee Valley area of North Alabama, including Huntsville, Florence, Fayetteville, Decatur and Scottsboro.","Huntsville",
,"whdh.com","Boston News, Weather, Sports | WHDH 7News",,,
,"www.wsj.com","The Wall Street Journal - Breaking News, Business, Financial & Economic News, World News and Video","Breaking news and analysis from the U.S. and around the world at WSJ.com. Politics, Economics, Markets, Life & Arts, and in-depth reporting.",,
,"www.antarcticajournal.com","Home | Antarctica Journal","Antarctica Journal - Antarctica News, Non-Mainstream Media, Odd News, Artistic Features, Reviews, Science, Environment, and more.",,
,"www.chroniclejournal.com","chroniclejournal.com | The Newspaper of the Northwest",,,
,"dailycaller.com","The Daily Caller features breaking news, opinion, research, and entertainment 24 hours a day | The Daily Caller","The Daily Caller is a 24-hour news publication providing its audience with original reporting, thought-provoking commentary and breaking news.",,
,"www.eastbaytimes.com","East Bay Times - Contra Costa and Alameda county news, sports, entertainment, lifestyle and commentary","East BayTimes is the leading source of breaking news, local news, sports, entertainment, lifestyle and opinion for Contra Costa County, Alameda County, Oakland and beyond","Oakland",
,"www.pilotonline.com","The Virginian-Pilot: Breaking News from Hampton Roads | Latest news from Hampton Roads - The Virginian-Pilot","The Virginian-Pilot has the latest headlines on Hampton Roads news. Find breaking news, sports, crime, opinion, traffic and more.",,
,"www.bclocalnews.com","403 Forbidden",,,
,"www.oann.com","One America News Network | Your Nation. Your News.","Breaking News, Latest News and Current News from OANN.com. Breaking news and video. Latest Current News: U.S., World, Entertainment, Health, Business, Technology, Politics, Sports.",,
,"www.wtnh.com","WTNH.com",,,
,"www.laughingplace.com","Laughing Place: Disney News | Attraction Wait Times | Disney Quizzes","All the latest Disney news, including Marvel, Star Wars, and more. Plus Disney quizzes and games, live attraction wait times for Walt Disney World and Disneyland, event guides, and much more.",,
,"www.necn.com","NECN – News, Local News, Weather, Traffic, Entertainment, Breaking News","News, Local News, Weather, Traffic, Entertainment, Breaking News",,
,"www.everythinglubbock.com","Lubbock local news & weather | Lubbock, TX | KLBK | KAMC | EverythingLubbock.com","We tell local Lubbock news & weather stories, and we do what we do to make Lubbock and the rest of Texas' Southern Plains a better place to live.","Lubbock",
,"www.wandsworthguardian.co.uk","Wandsworth Times: Wandsworth News, sport, leisure, jobs, homes & cars","Local news, sport, leisure, jobs, homes, cars, public notices and events from Wandsworth, Putney, Clapham, Tooting, Balham, Battersea & Southfields.","Battersea",
,"www.parikiaki.com","Parikiaki weekly cypriot newspaper","Greek Cypriot community newspaper published and widely distributed in London. Established in 1974 as a source of independent news as well as for the social,","London",
,"abc7chicago.com","abc7chicago.com - ABC7 WLS Chicago and Chicago News","Chicago&#39;s source for breaking news and live streaming video online.  Covering News, Weather, Traffic and Sports for all of the greater Chicago Area.","Chicago",
,"www.cnbc.com","Stock Markets, Business News, Financials, Earnings - CNBC","CNBC is the world leader in business news and real-time financial market coverage. Find fast, actionable information.",,
,"www.newscientist.com","New Scientist | Science news and science articles from New Scientist","Science news and science articles from New Scientist",,
,"tvbythenumbers.zap2it.com","TV By The Numbers by zap2it.com",,,
,"www.thedailybeast.com","The Daily Beast","A smart, speedy take on the news from around the world.",,
,"www.scotsman.com","The Scotsman - Scottish News","Scottish perspective on news, sport, business, lifestyle, food and drink and more, from Scotland's national newspaper, The Scotsman.",,
,"www.al.com","Alabama Local News, Breaking News, Sports & Weather",,,
,"www.djournal.com","djournal.com | All the News and Sports you need",,,
,"tonedeaf.thebrag.com","Australian Music News Artists Online - Tone Deaf","We have a commitment and passion for supporting the local music community, as well as delivering fun, informative, and hopefully thought-provoking insight into the issues affecting music today.",,
,"www.stltoday.com","St. Louis Sports, News, Entertainment, Weather and Classifieds - St. Louis Post-Dispatch | the #1 St. Louis website","St. Louis sports, news, breaking news, lifestyle, parenting, business, entertainment, weather, jobs, autos and real estate listings from the St. Louis Post-Dispatch & STLtoday.com",,
,"corporate.walmart.com","Homepage",,,
,"www.gwinnettdailypost.com","gwinnettdailypost.com",,,
,"www.nbcnewyork.com","NBC New York – New York News, Local News, Weather, Traffic, Entertainment, Breaking News","New York News, Local News, Weather, Traffic, Entertainment, Breaking News","New York",
,"www.tulsaworld.com","Tulsa World: Tulsa News, Sports, Weather, Business & Entertainment | Tulsa news, sports, business, entertainment, weather","Tulsa World is the most trusted source for breaking news, weather and in-depth reports on issues in Tulsa and northeastern Oklahoma","Tulsa",
,"www.albanyherald.com","albanyherald.com | Only the best!",,,
,"www.hollywoodoutbreak.com","403 - Forbidden Error",,,
,"www.skysports.com","Sky Sports - Sports News, Transfers, Scores | Watch Live Sport","Watch the best live coverage of your favourite sports: Football, Golf, Rugby, Cricket, Tennis, F1, Boxing, plus the latest sports news, transfers & scores.","Rugby",
,"www.thestatesman.com","Latest News, India, Bengal News, Breaking News, Opinion, Bollywood News, Cricket, Football - The Statesman","The Statesman is an Indian English-language broadsheet daily newspaper founded in 1875 and published simultaneously in Kolkata, New Delhi, Siliguri and Bhubaneswar. The Statesman is owned by The Statesman Ltd. Its headquarters are located at Statesman House, Chowringhee Square, Calcutta, and its national editorial office is in Statesman House, Connaught Place, New Delhi. It is a member of the Asia News Network.","Kolkata",
,"jobs.pmlive.com","403 - Forbidden: Access is denied.",,,
,"www.post-gazette.com","Pittsburgh Post-Gazette","Get the latest Pittsburgh local news, breaking news, sports, entertainment, weather and traffic, as well as national and international news, from the Pulitzer Prize-winning staff of the Pittsburgh Post-Gazette.","Pittsburgh",
,"www.nbcphiladelphia.com","NBC10 Philadelphia – Philadelphia News, Local News, Weather, Traffic, Entertainment, and Breaking News","Philadelphia News, Local News, Weather, Traffic, Entertainment, and Breaking News",,
,"www.abc4.com","Salt Lake City News & Weather | Salt Lake City, UT | ABC 4","We tell local Salt Lake City news & weather stories, and we do what we do to make Salt Lake City & the rest of Utah a better place to live.","Salt Lake",
,"time.com","TIME | Current & Breaking News | National & World Updates","Breaking news and analysis from TIME.com. Politics, world news, photos, video, tech reviews, health, science and entertainment news.",,
,"www.wthitv.com","WTHI-TV - Wabash Valley News, Weather, Sports & Breaking News","WTHI News 10 is your leading provider of breaking news, local news, sports, weather and community events in the Wabash Valley, Western Indiana and Eastern Illinois areas, including Terre Haute, Rockville, and Casey.","Terre Haute",
,"www.enstarz.com","Enstars | Celebrity News, Entertainment News and Gossip","Latest news and photos on stars of entertainment, celebrities, TV shows and movies.",,
,"www.brightonandhoveindependent.co.uk","Brighton & Hove Independent","A Brighton perspective on news, sport, what's on, lifestyle and more, from your local paper the Brighton & Hove Independent.","Brighton",
,"allhiphop.com","Daily Hip-Hop News, Exclusives and Breaking Info","Daily Hip-Hop News, Exclusives and Breaking Info From AllHipHop.com",,
,"www.thebaghdadpost.com","بغداد بوست - أخبار العراق - Iraq News","بغداد بوست موقع إخباري عراقي ينقل لكم أخبار العراق العاجلة والأحداث والتطورات والتقارير في العراق والعالم ويقف بوجه كافة أشكال التطرف و الإرهاب",,
,"indianexpress.com","
			Latest News, India News, Breaking News, Live News Online, Today Headline's | The Indian Express		","Latest India News, Breaking News, Today Headlines, and Live News Online - Indian Express provides the latest news from India and the world. Get all exclusive Breaking News, Chandrayaan 2 News, current headlines, live news, latest news on business, sports, world, and entertainment with exclusive Opinions and Editorials.",,"India"
,"www.newsday.com","Newsday | Long Island's & NYC's News Source | Newsday","Breaking News, data & opinions in business, sports, entertainment, travel, lifestyle, plus much more. Newsday.com is the leading news source for Long Island & NYC.","Long Island",
,"www.kget.com","Bakersfield News & Weather | Kern County, CA | KGET.com","We tell local Bakersfield news & weather stories, and we do what we do to make Bakersfield, Tehachapi & the rest of Kern County a better place to live.","Bakersfield",
,"www.midfloridanewspapers.com","midfloridanewspapers.com",,,
,"www.nbcsandiego.com","NBC 7 San Diego – San Diego News, Local News, Weather, Traffic, Entertainment, Breaking News","San Diego News, Local News, Weather, Traffic, Entertainment, Breaking News","San Diego",
,"www.wtrf.com","Wheeling News & Weather | Wheeling, WV | WTRF","We tell local Wheeling news & weather stories, and we do what we do to make Wheeling & the rest of West Virginia a better place to live.","Wheeling",
,"www.glamsham.com","Bollywood | Hollywood | Regional | News | Review | Glamsham","Entertainment | Lifestyle | Movies | Television | Fashion | Glamour | News | Theatre | Movie Reviews | Play Review | Gossip | Interviews",,
,"www.prnewswire.co.uk","PR Newswire UK provides press release distribution, targeting, monitoring, and marketing services","News distribution, targeting, monitoring and marketing solutions from PR Newswire UK to help you connect and engage with target audiences across the globe.",,
,"www.ozarksfirst.com","Springfield and Branson Missouri News & Weather | Springfield, MO | KOLR - OzarksFirst.com","We tell local Springfield and Branson MO news & weather stories, and we do what we do to make Springfield & the rest of Missouri a better place to live by offering Local News, Weather, Sports in Springfield and Branson MO local area","Springfield",
,"www.journalnow.com","journalnow.com | Winston-Salem News, Sports, Entertainment, Politics, Classifieds","The Winston-Salem Journal is the leading source of news, sports and entertainment in Forsyth County, North Carolina.",,
,"localnews8.com","Home - LocalNews8.com | KIDK.com | KXPI.com - KIFI",,,
,"www.cnet.com","Product reviews, how-tos, deals and the latest tech news - CNET","CNET is the world's leader in tech product reviews, news, prices, videos, forums, how-tos and more.",,
,"www.papercitymag.com","403 Forbidden",,,
,"www.fenews.co.uk","FE News - Further Education & Apprenticeship News","FE News the Further Education, Work Based Learning, Skills, Employability & Apprenticeships news site. Providing positive news & views since 2003.",,
,"cumberlink.com","The Sentinel | First. Best. in local news.","Central Pa. Breaking News, Local News, Sports and Weather - The Sentinel",,
,"www.arkansasonline.com","The Arkansas Democrat-Gazette - Arkansas' Best News Source","The Arkansas Democrat-Gazette is the largest source for award winning news and opinion that matters to you. Featuring up to the minute breaking news and the most in-depth Razorback, business, and political coverage in Arkansas.",,
,"sokwanele.com","ZIM NEWS | ZwNews | LATEST ZIMBABWE NEWS TODAY 24 7| Zim Latest News | Zimbabwe News Headlines Now, Breaking Top Stories From Live News Updates in Zimbabwe, www.zimbabwenews, Newspapers online",,,"Zimbabwe"
,"www.cbsnews.com","Live, breaking news today: Latest national headlines, world news and more from CBSNews.com and watch the CBSN live news stream 24x7","Watch CBSN the live news stream from CBS News and get the latest, breaking news headlines of the day for national news and world news today.",,
,"abc7ny.com","ABC7 Eyewitness News - WABC-TV New York","New York&#39;s source for breaking news and live streaming video online. Covering New York City, New Jersey, Long Island and all of the greater New York Area.","New York",
,"www.pressofatlanticcity.com","Press of Atlantic City | South Jersey News, Sports, & Weather | Southern New Jersey's most trusted source for local news, events, sports, business news, food & dining, entertainment, commentary and classifieds.","Be informed with your trusted source for local & breaking news, sports, and weather forecasts from Atlantic City and the South Jersey area.","Atlantic City",
,"www.rockdalenewtoncitizen.com","rockdalenewtoncitizen.com | Serving the citizens of Rockdale and Newton Counties",,,
,"asianprivatebanker.com","Asian Private Banker - Illuminating private banking in Asia.","Illuminating private banking in Asia.","Asia",
,"atlantablackstar.com","403 Forbidden",,,
,"abc13.com","abc13 News -- KTRK  Houston and Southeast Texas News","ABC13 is your source for breaking news from Houston and the surrounding neighborhoods. Watch live streaming video and stay updated on Houston news.","Houston",
,"www.asiaone.com","AsiaOne, Asia's Leading News Portal, Get Latest News at AsiaOne","AsiaOne - AsiaOne is a free access news portal delivers latest breaking news and top stories updates in Singapore, Asia Pacific and across the World.",,"Singapore"
,"www.wane.com","Fort Wayne News & Weather | Fort Wayne, IN | WANE","We tell local Ft. Wayne news & weather stories, and we do what we do to make Ft. Wayne & the rest of Indiana a better place to live. ","Wayne",
,"wcfcourier.com","Waterloo-Cedar Falls Courier: The Cedar Valley's home page | The Cedar Valley's Home Page","The Cedar Valley's home page for news, politics, weather, entertainment, sports, photos and more",,
,"www.dallasnews.com","Dallas News: Breaking News for DFW, Texas, World","The Dallas Morning News: Find breaking news, investigations, reviews and opinion on business, sports, arts, entertainment, food, real estate, crime and more at dallasnews.com.",,
,"www.wiscnews.com","WiscNews | A Capital Newspapers site","Wisconsin news sports entertainment",,
,"www.comicbookbin.com","ComicBookBin","Filling you in on comics, action figures, films, books and games since 2002",,
,"www.yourcentralvalley.com","YourCentralValley.com KSEE24 | CBS47","YourCentralValley.com is the news site for KSEE24 and CBS47 in Fresno, California. We cover news across the Central Valley with the power of 2 news stations.","Fresno",
,"www.auto123.com","Auto123 | New Car, Used Cars, Auto Show, Car Reviews & Car News | Auto123","Auto123 - The No. 1 Canadian source for new cars, used cars, exclusive car reviews, auto show coverage, automotive news, concept cars, videos & pictures.",,
,"www.ksnt.com","KSNT.com Topeka Local News & Weather | Topeka, Kansas","KSNT News. We tell local Topeka and Northeast Kansas News & Weather stories. Local News That Matters.","Topeka",
,"www.syracuse.com","Syracuse NY Local News, Breaking News, Sports &amp; Weather",,"Syracuse",
,"6abc.com","6abc Action News - WPVI Philadelphia, Pennsylvania, New Jersey and Delaware News","Action News and 6abc.com are Philadelphia&#39;s source for breaking news and live streaming video online, covering Philadelphia, Pennsylvania, New Jersey, Delaware.","Philadelphia",
,"www.youtube.com","YouTube","Enjoy the videos and music you love, upload original content, and share it all with friends, family, and the world on YouTube.",,
,"www.courant.com","Hartford, Connecticut Breaking News, Sports & Entertainment - Hartford Courant","Hartford Courant: Your source for Connecticut breaking news, UConn sports, business, entertainment, weather and traffic",,
,"venturesafrica.com","Ventures Africa - African Business, Financial & Economic News","Ventures Africa is an online platform for news, analysis and discussion about African business, policy, innovation, and lifestyle. We champion an evolving Africa through stories that explore the opportunities and complexity of our continent and the African Diaspora.",,
,"www.datacollectiononline.com","Data Collection Online covers bar code printers, bar code scanners, mobile handheld data collection devices, bar code labels","Data Collection Online covers hardware, software, and system integration services for rugged mobile computing solutions, including: labeling, data collection, asset tracking, factory floor monitoring and control, work in process (WIP) and finished goods inventory tracking, warehouse management, and shipping and receiving track and trace. Automatic identification and data collection (AIDC) technologies include commercial grade and rugged data collection solutions for scanning bar codes and RFID. Fixed  mounted and rugged handheld wireless mobile computing devices for bar code scanning (based on both laser and imaging technologies) are prominently featured. Bar code printers capable of encoding and verifying RFID tags are also featured, along with providers of bar code labels, smart labels, label conversion services, thermal transfer ribbons, and label applicators.Data Collection Online also examines wireless communications infrastructure solutions and device connectivity to wide area n","Bar",
,"www.postguam.com","postguam.com | Guam's fastest-growing local news source","From sports and business to court cases and the community, we'll keep you posted with the latest news on Guam.",,"Guam"
,"www.ocregister.com","Orange County Register: Local News, Sports and Things to Do","OCRegister.com covers local news in Orange County, CA, California and national news, sports, things to do and the best places to eat, business and the Orange County housing market.",,
,"abc7news.com","ABC7 News -  KGO Bay Area and San Francisco News","The Bay Area&#39;s source for breaking news and live streaming video online. Covering San Francisco, Oakland and San Jose and all of the greater Bay Area.","Oakland",
,"ktvz.com","Home - KTVZ",,,
,"www.sitepoint.com","SitePoint – Learn HTML, CSS, JavaScript, PHP, Ruby & Responsive Design","Learn Web Design & Development with SitePoint tutorials, courses and books - HTML5, CSS3, JavaScript, PHP, mobile app development, Responsive Web Design",,
,"fox6now.com","FOX6Now.com",,,
,"www.kwqc.com","KWQC | Davenport | KWQC - Home",,"Davenport",
,"www.herald-dispatch.com","herald-dispatch.com",,,
,"www.oilandgasonline.com","Oil and Gas Online: Digital Marketplace for oil and gas exploration, drilling, production, construction and engineering industry","Resource for professionals in the upstream oil and gas exploration and production industry- Information on deepwater drilling, oil, gas exploration, drilling platforms, offshore production, mobile rigs and more",,
,"www.gov.uk","Welcome to GOV.UK","GOV.UK - The place to find government services and information - Simpler, clearer, faster",,
,"www.beinsports.com","beIN SPORTS: LaLiga, Copa Libertadores, Ligue 1 and More","Watch and stream all your favorite live sports including La Liga, Ligue 1, Copa Libertadores, Copa Sudamericana, and MLW. Plus fixtures, news, videos and more.",,
,"www.rfglobalnet.com","RF Globalnet for RF components, RF test & measurement, ICs, RF modules","RF Globalnet for  RF/microwave subsystems and components such as RF components, intergraded circuits (ICs), RF modules, RF sub systems, RF antennas,  RFICs, chip sets",,
,"www.datastorageconnection.com","Data Storage - Data Storage Connection ","Data Storage - Data Storage Connection is the premier sourcing site for data storage news and solutions: white papers, case studies, products, and suppliers.",,
,"www.binghamtonhomepage.com","Binghamton News & Weather | Binghamton, NY | WIVT NewsChannel 34","We tell local Binghamton news & weather stories, and we do what we do to make Binghamton and the rest of New York a better place to live.","Binghamton",
,"www.theoaklandpress.com","theoaklandpress.com | Your one source for everything local. ",,,
,"www.wjtv.com","Jackson Mississippi Local News Breaking News and Weather","Local Mississippi breaking news and weather from CBS 12 News WJTV, your Jackson, MS news leader.","Jackson",
,"www.greensboro.com","greensboro.com",,,
,"www.varinsights.com","VARinsights – Helping VARs navigate the IT channel","Exclusive, business-enabling content for VARs in the IT channel from successful VARs, channel-dedicated associations, and analysts",,
,"www.fastcompany.com","Fast Company | The future of business","Fast Company is the world's leading progressive business media brand, with a unique editorial focus on innovation in technology, leadership, and design.",,
,"www.pollutiononline.com","Pollution Online: Digital Marketplace for the pollution prevention industry","Resource for professionals in the Pollution control industry- Information on analytical instruments, air particulates, environmental monitoring, bioremediates and more",,
,"www.fark.com","Drew Curtis' FARK.com","Humorous views on interesting, bizarre and amusing articles, submitted by a community of millions of news junkies, with regular Photoshop contests.",,
,"abc11.com","abc11.com - ABC11 WTVD Raleigh Durham Fayetteville North Carolina News","Raleigh&#39;s source for breaking news and live streaming video online.  Covering Raleigh, Durham, Fayetteville and the greater North Carolina region.","Raleigh",
,"www.wpri.com","Rhode Island, SE Mass News & Weather | Providence, RI | WPRI.com","We tell local Rhode Island and Southeastern Massachusetts news & weather stories, and we do what we do to make Providence, Warwick, Cranston, Fall River, New Bedford, Pawtucket, and Newport & the rest of Southern New England a better place to live.","Providence",
,"www.oregonlive.com","Oregon Local News, Breaking News, Sports &amp; Weather",,,
,"www.bostonherald.com","Boston Herald - Boston news, sports, politics, opinion, entertainment, weather and obituaries","The Boston Herald is the leading source of breaking news, local news, sports, politics, entertainment, opinion and weather in Boston, Massachusetts.","Boston",
,"590kid.com","We've Moved!","Please visit our new website here: kidnewsradio.com",,
,"www.law360.com","Legal News & Analysis on Litigation, Policy, Deals : Law360","News and analysis on legal developments including litigation filings, case settlements, verdicts, regulation, enforcement, legislation, corporate deals, and business of law.",,
,"www.cenlanow.com","WNTZ - cenlanow.com",,,
,"www.thedailymeal.com","The Daily Meal: #1 for Restaurants, Recipes, and Drinks","Food lovers from home cooks to professional chefs read our restaurant reviews, recipes, food news and trend reports, and entertaining and travel guides",,
,"variety.com","Variety","Entertainment news, film reviews, awards, film festivals, box office, entertainment industry conferences",,
,"www.localdvm.com","localDVM.com | Hagerstown News & Weather | Hagerstown, MD","We tell local Hagerstown news & weather stories, and we do what we do to make Hagerstown, Germantown, Winchester & Chantilly a better place to live.","Hagerstown",
,"www.kimt.com","Rochester & Mason City News, Weather, Sports & Breaking News – KIMT","KIMT 3 News is your leading provider of local news, weather information, sports, community events and breaking news in the North Central Iowa and Southeastern Minnesota areas, including Mason City, Rochester, Albert Lea, Austin, Winona and Charles City.","Iowa",
,"www.masslive.com","Massachusetts Local News, Breaking News, Sports and Weather",,,
,"www.wkbn.com","WKBN.com","Local news, weather and sports in Youngstown, Ohio","Youngstown",
,"www.postregister.com","postregister.com | Idaho Falls' best news source","The Post Register is eastern Idaho's top source for news, sports and opinion. Look no further for breaking news, in-depth investigative coverage and analysis.",,
,"gazette.com","Colorado Springs News, Sports & Business | Colorado Springs Gazette, News","The Gazette is Colorado Springs's most trusted source for breaking news, sports, weather, obituaries, politics, business, art, entertainment, blogs, video, photos.","Colorado Springs",
,"www.nwitimes.com","The Times of Northwest Indiana | A Lee Enterprises Newspaper","The Times of Northwest Indiana - the source for crime, business, government, education and sports news and information in the Region.",,
,"www.wnct.com","Home | WNCT",,,
,"www.voanews.com","Home Page | Voice of America - English","Voice of America is an international news and broadcast organization serving Central and Eastern Europe, the Caucasus, Central Asia, Russia, the Middle East and Balkan countries","Central","Russia"
,"www.pmnewsnigeria.com","P.M. News | Read the latest Nigeria news","Latest Nigeria News as it breaks. Top nigerian newspaper online covering Politics, Business, Sports, Entertainment and Lifestyle",,
,"www.richmond.com","Richmond, Va., News, Entertainment, Weather, Events, Food, Dining, Sports, Business and Commentary | Richmond, Virginia news, business, sports, entertainment, restaurants, events, arts and shopping","Richmond.com is Richmond, Virginia’s source for local news, events, sports, business news, food & dining, entertainment, commentary and classifieds.","Richmond",
,"www.dailyherald.com","Daily Herald - Suburban Chicago Breaking News, Daily News","Daily Herald is suburban Chicago's largest daily newspaper. A local perspective on local neighborhood news. Up to date breaking local and national news.","Chicago",
,"www.photonicsonline.com","Photonics Online: Display components,optical components & fabrication","Photonics Online for display components,camera components,light sensors & detectors, lasers, optical components,optical fabrication, LED, fiber optics, DPSS,laser systems",,
,"thelogicalindian.com","The Logical Indian","Handpicked, newsworthy stories which deserve the attention of a rational generation. The Logical Indian is an independent and public-spirited digital news platform for the Indian millennials.",,
,"www.chicoer.com","ChicoER.com covers local news in Butte County, California. Keep up with all business, local sports, outdoors, local columnists and more.","Chico Enterprise-Record: Local News, Local Sports and more for Butte County",,
,"abc30.com","ABC30 News - KFSN Fresno and Central Valley News","Fresno&#39;s source for breaking news and live streaming video online. Covering North Valley, South Valley, Sierra and the greater Fresno area.","Fresno",
,"www.snowboarder.com","Snowboarder Magazine | Snowboarding Videos, Photos and More.","SNOWBOARDER is the most-read magazine in snowboarding, delivering more snowboard videos and photos than any other shred mag.",,
,"www.thespec.com","Hamilton News - Latest Daily Breaking News Stories | TheSpec.com","Your Hamilton source for daily breaking news, local stories, life, opinion, voices from the community, events and more. Visit www.thespec.com today.",,
,"abc7.com","Los Angeles and Southern California News - ABC7 KABC","Los Angeles' source for breaking news and live streaming video online. Covering Los Angeles, Orange County and all of the greater Southern California area.","Los Angeles",
,"www.heraldmailmedia.com","heraldmailmedia.com | Tri-State breaking news, sports, business, entertainment, weather and traffic for Maryland, Pennsylvania and West Virginia",,"Maryland",
,"www.fieldtechnologiesonline.com","Field Technologies Online - route scheduling, workforce mgmt software","Field Technologies Online- mobile device management, mobile VPN, mobile application platforms, mobile handheld computers, rugged mobile computers, rugged mobile tablets",,
,"www.detroitnews.com","Detroit Local News - Michigan News - Breaking News - detroitnews.com","Get the latest local Detroit and Michigan breaking news and analysis , sports and scores, photos, video and more from The Detroit News.","Detroit",
,"trib.com","Casper Star-Tribune","The Casper Star-Tribune is Wyoming’s premiere source for news and information.","Wyoming",
,"www.wfla.com","WFLA – WFLA News Channel 8 On Your Side in Tampa Bay Florida","Get your local news from News Channel 8, On Your Side for Tampa Bay, St. Petersburg and central Florida","Petersburg",
,"www.fox21news.com","FOX21News.com | Colorado Springs News & Weather | KXRM","Dedicated to the Colorado Springs community and passionate about telling your stories. We are FOX21 News.","Colorado Springs",
,"www.nationalreview.com","National Review: Conservative News, Opinion, Politics, Policy, & Current Events","Leading conservative magazine and website covering news, politics, current events, and culture with detailed analysis and commentary.",,
,"journalstar.com","Lincoln, NE News, Sports : Journal Star | Lincoln Nebraska's Local News and Information Source","News, sports, entertainment and weather updates from the Lincoln Journal Star newspaper in southeast Nebraska.",,
,"www.yoursun.com","yoursun.com | Florida's Local News",,"Florida",
